Average Salary,Q1 - Which Title Best Fits your Current Role?.1,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q13 - Ethnicity,Q12 - Highest Level of Education,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Unique ID
53,Data Analyst,25,United States,White or Caucasian,Bachelors,No,41k-65k,Tech,R,9,10,10,10,10,8,Easy,Better Salary,Male,62a34b1b0f8c8599d5af328b
53,Data Analyst,25,United States,White or Caucasian,Bachelors,Yes,41k-65k,Healthcare,Python,9,10,3,4,0,10,Difficult,Good Work/Life Balance,Male,62a3d9697dc029e2d66cf087
53,Data Analyst,26,Canada,Asian or Asian American,Masters,Yes,41k-65k,Other,Python,10,8,10,6,10,10,Difficult,Better Salary,Female,62a7988bbae91e4b8b88b8ee
53,Data Analyst,26,Canada,Other (Please Specify):South Asian,"",No,41k-65k,Finance,Python,5,5,5,2,5,3,Difficult,Better Salary,Female,62a33efe0a77c1a77f65bf1e
53,Data Analyst,26,Other,White or Caucasian,Masters,No,41k-65k,Healthcare,R,8,10,6,7,5,5,Difficult,"Other (Please Specify):Want to move from Australia to Canada, so position in desired country",Female,62a35631cf25554317303425
53,Data Analyst,26,Other,White or Caucasian,Masters,No,41k-65k,Other,Python,2,2,3,2,2,6,Easy,Better Salary,Male,62a34ff1f408bae018ed601d
53,Data Analyst,26,United States,Black or African American,Bachelors,No,41k-65k,Education,Python,8,7,8,7,6,7,Neither easy nor difficult,Good Work/Life Balance,Male,62a38a4d575fa3a5ae8944df
53,Data Analyst,26,United States,Black or African American,Masters,No,41k-65k,Finance,R,8,9,6,7,6,9,Neither easy nor difficult,Good Culture,Male,62a4abb30f8c8599d5b0fc24
53,Data Analyst,26,United States,Hispanic or Latino,Bachelors,No,41k-65k,Other,R,10,6,10,4,8,10,Very Difficult,Better Salary,Male,62a49fe7b4da29969c64bbe1
53,Data Analyst,26,United States,White or Caucasian,Bachelors,Yes,41k-65k,Healthcare,Python,6,7,6,4,6,7,Neither easy nor difficult,Better Salary,Female,62a44ae2f8f7561645869335
53,Data Analyst,27,Canada,White or Caucasian,Bachelors,Yes,41k-65k,Tech,Python,6,5,6,3,5,6,Neither easy nor difficult,Better Salary,Male,62ab83a7d8c00e9f54263d2e
53,Data Analyst,27,India,Asian or Asian American,Bachelors,Yes,41k-65k,Other,Python,9,10,6,5,7,6,Neither easy nor difficult,Better Salary,Male,62a789015d257a28a3132977
53,Data Analyst,27,Other,Asian or Asian American,Bachelors,Yes,41k-65k,Finance,Python,3,10,5,6,0,10,Difficult,Good Culture,Male,62a35878575fa3a5ae88e5d5
53,Data Analyst,27,Other,Black or African American,Masters,No,41k-65k,Tech,Python,6,5,6,6,3,6,Difficult,Good Culture,Male,62a34400d8c00e9f5419dc2b
53,Data Analyst,27,Other,White or Caucasian,Masters,No,41k-65k,Other,Python,3,4,5,9,2,8,Easy,Better Salary,Male,62a4c6060a77c1a77f67c772
53,Data Analyst,27,United States,Black or African American,Bachelors,No,41k-65k,Other,Python,10,3,7,5,3,6,Neither easy nor difficult,Remote Work,Male,62aa98bfcf255543173adbdc
53,Data Analyst,27,United States,Black or African American,Masters,Yes,41k-65k,Healthcare,R,3,5,3,1,6,5,Difficult,Remote Work,Female,62a5edba0a77c1a77f68f1b5
53,Data Analyst,27,United States,Hispanic or Latino,Bachelors,No,41k-65k,Other,R,6,0,4,1,2,2,Easy,Better Salary,Male,62a35ae87dc029e2d66c279b
53,Data Analyst,27,United States,Hispanic or Latino,Masters,No,41k-65k,Education,R,7,7,7,4,2,7,Neither easy nor difficult,Better Salary,Female,62a41964d8c00e9f541b061d
53,Data Analyst,27,United States,Other (Please Specify):N/A,Bachelors,Yes,41k-65k,Other,Python,10,9,9,6,7,8,Easy,Better Salary,Male,62a36275bc6861bf31771183
53,Data Analyst,27,United States,White or Caucasian,Bachelors,Yes,41k-65k,Other,Python,7,6,6,2,5,3,Neither easy nor difficult,Better Salary,Male,62a574b3b4da29969c658eb4
53,Data Analyst,28,Canada,Asian or Asian American,Masters,Yes,41k-65k,Other,Python,7,6,7,3,7,7,Difficult,Good Culture,Male,62a3c476bc6861bf3177ad9d
53,Data Analyst,28,United Kingdom,Asian or Asian American,Bachelors,Yes,41k-65k,Other,Python,9,9,9,7,7,9,Easy,Better Salary,Female,62a642690f8c8599d5b2ab37
53,Data Analyst,28,United Kingdom,White or Caucasian,Bachelors,Yes,41k-65k,Other,Python,3,1,3,3,1,5,Neither easy nor difficult,Better Salary,Male,62a3ba4dbc6861bf31779f24
53,Data Analyst,28,United States,Hispanic or Latino,"",Yes,41k-65k,Telecommunication,Python,3,4,3,2,0,0,Very Difficult,Better Salary,Male,62a33cd8bc6861bf3176c05f
53,Data Analyst,28,United States,Hispanic or Latino,Masters,Yes,41k-65k,Healthcare,R,5,2,6,0,0,6,Easy,Other (Please Specify):Opportunities for growth,Male,62a381d024a262602738ab19
53,Data Analyst,28,United States,White or Caucasian,Bachelors,Yes,41k-65k,Other,Python,7,10,10,2,5,4,Neither easy nor difficult,Remote Work,Male,62a38a97cf25554317309af2
53,Data Analyst,28,United States,White or Caucasian,Masters,Yes,41k-65k,Telecommunication,R,6,7,4,3,3,5,Difficult,Other (Please Specify):All of the options are important to me when looking for a new job,Male,62a35aa2f8d5efcc22f8075d
53,Data Analyst,29,Canada,Other (Please Specify),Bachelors,No,41k-65k,Other,Other,8,4,8,6,4,10,Neither easy nor difficult,Better Salary,Female,62a36ac6cf255543173063d8
53,Data Analyst,29,India,Asian or Asian American,Masters,No,41k-65k,Other,Python,3,,3,0,3,3,Difficult,Remote Work,Male,62a36ad1f408bae018ed9793
53,Data Analyst,29,Other,Asian or Asian American,Masters,No,41k-65k,Healthcare,Python,9,8,9,7,9,5,Neither easy nor difficult,Remote Work,Male,62a390e4f3072dd89262c0cd
53,Data Analyst,29,Other,Black or African American,"",Yes,41k-65k,Finance,Python,5,5,5,5,5,5,Easy,Remote Work,Male,62a33dedd8c00e9f5419ce2b
53,Data Analyst,29,Other,Black or African American,Masters,No,41k-65k,Other,Python,9,9,9,7,4,5,Neither easy nor difficult,Good Work/Life Balance,Female,62a4fe370f8c8599d5b158c4
53,Data Analyst,29,United States,Asian or Asian American,Bachelors,Yes,41k-65k,Other,Python,7,7,7,0,0,7,Easy,Good Culture,Male,62a355445d257a28a30dab12
53,Data Analyst,29,United States,Hispanic or Latino,Bachelors,No,41k-65k,Other,C/C++,6,4,2,5,0,6,Neither easy nor difficult,Better Salary,Male,62a8fcf5cf25554317384604
53,Data Analyst,29,United States,White or Caucasian,"",Yes,41k-65k,Finance,Python,7,5,7,4,7,10,Difficult,Good Culture,Male,62a33d5c0f8c8599d5af107c
53,Data Analyst,29,United States,White or Caucasian,Bachelors,Yes,41k-65k,Agriculture,Python,5,6,5,3,5,6,Neither easy nor difficult,Better Salary,Male,62a77cb7b4da29969c68743a
53,Data Analyst,30,Canada,Asian or Asian American,Masters,Yes,41k-65k,Construction,Other,1,3,2,1,2,4,Easy,Better Salary,Female,62a6a11a0a77c1a77f69b7cb
53,Data Analyst,30,Other,Hispanic or Latino,Bachelors,No,41k-65k,Finance,Python,5,5,5,5,4,5,Neither easy nor difficult,Good Culture,Male,62a349d5d8c00e9f5419ead2
53,Data Analyst,30,United Kingdom,White or Caucasian,Masters,Yes,41k-65k,Tech,Python,8,10,8,4,10,8,Very Easy,Remote Work,Male,62aaf8397dc029e2d6773cde
53,Data Analyst,31,Other,White or Caucasian,Masters,Yes,41k-65k,Tech,Python,4,6,5,3,3,5,Neither easy nor difficult,Good Work/Life Balance,Female,62a49e087dc029e2d66dc57e
53,Data Analyst,31,Other,White or Caucasian,Masters,Yes,41k-65k,Telecommunication,Python,7,7,5,6,6,6,Difficult,Good Culture,Male,62a345c47dc029e2d66bf80a
53,Data Analyst,31,United States,Black or African American,Bachelors,Yes,41k-65k,Other,Python,7,8,7,5,4,10,Easy,Better Salary,Male,62a6c3d9cec54911e9ce7669
53,Data Analyst,31,United States,White or Caucasian,"",No,41k-65k,Construction,R,5,5,5,4,4,5,Neither easy nor difficult,Good Culture,Male,62a33d4624a26260273824c4
53,Data Analyst,32,Other,Black or African American,Bachelors,No,41k-65k,Other,Other,6,3,2,5,2,6,Neither easy nor difficult,Better Salary,Male,62a76c962e54c9003e588661
53,Data Analyst,32,Other,Black or African American,Masters,Yes,41k-65k,Telecommunication,Other,5,6,6,4,4,7,Difficult,Better Salary,Female,62aa2f44bc6861bf3180fd06
53,Data Analyst,32,Other,Other (Please Specify):Sudanese African,Bachelors,Yes,41k-65k,Healthcare,Other,,6,,,,,Easy,Good Work/Life Balance,Male,62a52629b4da29969c654a94
53,Data Analyst,32,Other,White or Caucasian,Bachelors,Yes,41k-65k,Tech,Python,3,8,2,5,4,8,Neither easy nor difficult,Good Culture,Male,62a5d350f3072dd892652c70
53,Data Analyst,32,United Kingdom,Hispanic or Latino,Masters,Yes,41k-65k,Other,Python,7,7,7,5,7,7,Difficult,Better Salary,Male,62a6e2815d257a28a311c8f9
53,Data Analyst,32,United Kingdom,White or Caucasian,Bachelors,Yes,41k-65k,Other,Python,7,7,7,5,7,5,Easy,Better Salary,Male,62a35541f3072dd892625517
53,Data Analyst,32,United States,Black or African American,Bachelors,Yes,41k-65k,Construction,Python,6,7,6,4,5,6,Easy,Better Salary,Male,62a4dd63f408bae018ef4e51
53,Data Analyst,32,United States,White or Caucasian,Masters,Yes,41k-65k,Real Estate,R,6,6,6,4,6,6,Difficult,Remote Work,Female,62a50775f8f756164587677b
53,Data Analyst,33,Canada,Black or African American,Masters,Yes,41k-65k,Tech,Python,8,10,8,4,6,9,Neither easy nor difficult,Better Salary,Female,62a3a4fdbae91e4b8b83ab6f
53,Data Analyst,33,United Kingdom,White or Caucasian,High School,Yes,41k-65k,Finance,Python,6,6,6,5,6,6,Neither easy nor difficult,Remote Work,Male,62a340d62e54c9003e5324b4
53,Data Analyst,33,United States,Asian or Asian American,Bachelors,No,41k-65k,Healthcare,Other,5,3,5,3,3,7,Neither easy nor difficult,Better Salary,Female,62a3d37c0a77c1a77f66bc0e
53,Data Analyst,33,United States,Asian or Asian American,Bachelors,Yes,41k-65k,Other,Other,3,6,3,4,5,4,Very Difficult,Better Salary,Male,62a346cef8f756164585385b
53,Data Analyst,33,United States,White or Caucasian,High School,Yes,41k-65k,Healthcare,R,6,6,6,4,5,5,Neither easy nor difficult,Better Salary,Female,62a4b29a5d257a28a30f6c63
53,Data Analyst,34,Other,White or Caucasian,Masters,Yes,41k-65k,Healthcare,Python,8,10,8,8,5,5,Difficult,Remote Work,Female,62a58d20575fa3a5ae8b6969
53,Data Analyst,34,United States,White or Caucasian,Bachelors,Yes,41k-65k,Tech,Python,7,5,5,8,6,10,Neither easy nor difficult,Good Culture,Female,62a49b3cb4da29969c64b5dc
53,Data Analyst,34,United States,White or Caucasian,High School,Yes,41k-65k,Other,R,6,6,5,4,5,6,Neither easy nor difficult,Remote Work,Female,62a40da3cf255543173132e2
53,Data Analyst,35,United States,Black or African American,Masters,Yes,41k-65k,Tech,Python,6,7,6,3,6,5,Difficult,Good Culture,Male,62a3e2abf8f75616458628d1
53,Data Analyst,36,Canada,Asian or Asian American,"",No,41k-65k,Finance,R,5,3,2,1,1,2,Very Difficult,Remote Work,Male,62a33ba1bae91e4b8b82e35c
53,Data Analyst,36,United States,White or Caucasian,Bachelors,Yes,41k-65k,Healthcare,Python,10,3,8,1,10,10,Neither easy nor difficult,Better Salary,Female,62a57263cec54911e9ccf648
53,Data Analyst,37,United States,White or Caucasian,Bachelors,Yes,41k-65k,Healthcare,R,4,6,6,3,4,6,Neither easy nor difficult,Better Salary,Male,62a34ff4f3072dd892624b32
53,Data Analyst,38,Other,White or Caucasian,High School,Yes,41k-65k,Healthcare,Other,8,8,4,7,6,8,Neither easy nor difficult,Good Culture,Male,62a3a0bcf8f756164585daf7
53,Data Analyst,39,Other,White or Caucasian,Masters,No,41k-65k,Finance,Other,4,5,6,7,4,5,Easy,Good Work/Life Balance,Female,62b16a5c5d257a28a321a74c
53,Data Analyst,42,Other,Other (Please Specify):Indian,"",Yes,41k-65k,Other,Other,6,6,5,5,4,6,Very Difficult,Better Salary,Male,62a33fa5cec54911e9ca51f1
53,Data Analyst,42,Other,White or Caucasian,Masters,No,41k-65k,Other,Python,5,9,,6,6,8,Neither easy nor difficult,Remote Work,Female,62a346d90a77c1a77f65d08d
53,Data Analyst,42,United Kingdom,Black or African American,Masters,Yes,41k-65k,Finance,Python,5,6,5,4,6,5,Neither easy nor difficult,Good Work/Life Balance,Male,62a441e3575fa3a5ae8a1552
53,Data Analyst,42,United States,White or Caucasian,Associates,Yes,41k-65k,Education,R,5,4,4,3,3,6,Neither easy nor difficult,Better Salary,Male,62a345490a77c1a77f65cc5b
53,Data Analyst,44,United States,Black or African American,"",Yes,41k-65k,Healthcare,R,4,1,4,1,0,4,Difficult,Better Salary,Male,62a33c91f3072dd892621e03
53,Data Analyst,48,United Kingdom,White or Caucasian,Masters,No,41k-65k,Other,Other,4,4,1,1,1,4,Easy,Good Culture,Female,62a6d2532e54c9003e575d9c
53,Data Analyst,48,United States,White or Caucasian,Bachelors,Yes,41k-65k,Tech,Python,5,4,4,3,4,3,Neither easy nor difficult,Better Salary,Male,62a73aa824a26260273d0172
53,Data Analyst,50,Canada,White or Caucasian,Bachelors,Yes,41k-65k,Tech,Python,4,4,4,3,4,5,Neither easy nor difficult,Good Work/Life Balance,Male,62a3777624a262602738997e
53,Data Analyst,55,United States,Other (Please Specify):Race isn't a thing,Masters,Yes,41k-65k,Finance,Python,6,6,4,4,5,4,Difficult,Better Salary,Female,62a348bf2e54c9003e533634
53,Data Engineer,22,United States,White or Caucasian,Bachelors,Yes,41k-65k,Finance,Python,5,6,5,2,4,4,Difficult,Better Salary,Male,62a35eabf408bae018ed7cbc
53,Data Engineer,24,United States,Black or African American,Bachelors,No,41k-65k,Finance,Python,6,6,6,0,6,6,Very Easy,Better Salary,Male,62a55fe1f8d5efcc22fa5fe4
53,Data Engineer,25,Other,Other (Please Specify):Middleeas,High School,Yes,41k-65k,Other,JavaScript,6,6,6,6,6,6,Difficult,Good Culture,Male,62a34b99cec54911e9ca6e14
53,Data Engineer,30,Other,White or Caucasian,Masters,No,41k-65k,Construction,Python,8,5,5,6,5,8,Neither easy nor difficult,Better Salary,Male,62a960567dc029e2d6749dd8
53,Data Engineer,35,United Kingdom,Asian or Asian American,Masters,Yes,41k-65k,Tech,Python,3,5,4,4,4,4,Neither easy nor difficult,Remote Work,Female,62a5390cb4da29969c655ccc
53,Data Engineer,37,Canada,White or Caucasian,Masters,Yes,41k-65k,Tech,Python,5,7,0,0,0,7,Neither easy nor difficult,Remote Work,Male,62a357390a77c1a77f65f189
53,Data Scientist,18,United States,White or Caucasian,Bachelors,No,41k-65k,Other,Python,10,10,10,9,10,10,Neither easy nor difficult,Good Culture,Male,62a5f872bae91e4b8b861e53
53,Data Scientist,30,Other,Asian or Asian American,Bachelors,Yes,41k-65k,Finance,Python,7,7,4,5,5,7,Neither easy nor difficult,Better Salary,Male,62a6ea03d8c00e9f541e3594
53,Data Scientist,40,Other,White or Caucasian,Masters,No,41k-65k,Tech,R,7,2,1,5,1,1,Neither easy nor difficult,Good Work/Life Balance,Male,62aa3454bae91e4b8b8d3249
53,Data Scientist,44,United Kingdom,White or Caucasian,Bachelors,Yes,41k-65k,Other,Python,10,10,10,8,10,8,Easy,Good Culture,Female,62a65db824a26260273bc9ff
53,Database Developer,29,United States,White or Caucasian,Bachelors,Yes,41k-65k,Other,Python,8,8,9,6,6,8,Difficult,Remote Work,Male,62a385e7b4da29969c6372ab
53,Database Developer,29,United States,White or Caucasian,Masters,Yes,41k-65k,Education,Other,7,7,7,4,7,7,Difficult,Better Salary,Female,62b27004bc6861bf318c9038
53,Other,21,United States,Asian or Asian American,Bachelors,No,41k-65k,Education,Python,5,4,5,3,3,6,Easy,Remote Work,Male,62a42527b4da29969c6423f7
53,Other,22,United States,White or Caucasian,Bachelors,No,41k-65k,Other,Python,6,8,5,3,7,10,Neither easy nor difficult,Remote Work,Female,62a4ce2bbae91e4b8b84f3db
53,Other,22,United States,White or Caucasian,Masters,No,41k-65k,Other,R,5,5,5,5,5,5,Difficult,Good Work/Life Balance,Male,62a39e69d8c00e9f541a8358
53,Other,23,India,Asian or Asian American,Bachelors,Yes,41k-65k,Other,Other,7,6,7,6,7,7,Neither easy nor difficult,Other (Please Specify):Remote too,Male,62a8cd29bc6861bf317ea9a2
53,Other,24,Canada,Asian or Asian American,Bachelors,Yes,41k-65k,Other,R,5,4,6,3,3,5,Neither easy nor difficult,Better Salary,Male,62a348650f8c8599d5af2b77
53,Other,24,United States,Hispanic or Latino,Bachelors,No,41k-65k,Tech,Python,6,8,8,8,7,6,Neither easy nor difficult,Better Salary,Male,62a75ed0f8f75616458a5d1a
53,Other,24,United States,White or Caucasian,Masters,No,41k-65k,Other,R,5,3,5,3,4,4,Difficult,Better Salary,Male,62a35472cec54911e9ca82bc
53,Other,25,India,Asian or Asian American,Bachelors,No,41k-65k,Finance,Python,3,1,0,3,0,3,Difficult,Good Work/Life Balance,Male,62a39214f8f756164585c6b6
53,Other,25,United States,Asian or Asian American,Masters,No,41k-65k,Healthcare,Python,10,10,10,7,5,10,Easy,Better Salary,Male,62a440ab575fa3a5ae8a1418
53,Other,25,United States,White or Caucasian,Masters,No,41k-65k,Education,Python,8,7,8,4,6,9,Neither easy nor difficult,Better Salary,Male,62a77967f8d5efcc22fd4c81
53,Other,27,India,American Indian or Alaska Native,Bachelors,Yes,41k-65k,Telecommunication,Python,4,6,5,4,5,5,Difficult,Good Work/Life Balance,Male,62a749ebd8c00e9f541efa36
53,Other,27,United Kingdom,White or Caucasian,Masters,No,41k-65k,Tech,Python,5,7,6,7,6,9,Easy,Other (Please Specify):The work,Male,62a74e28b4da29969c681108
53,Other,27,United States,Black or African American,Masters,Yes,41k-65k,Other,Other,9,10,6,3,5,6,Difficult,Other (Please Specify):Mentorship from leading Data Analyst,Male,62a3ae69bc6861bf3177900d
53,Other,28,Other,White or Caucasian,Bachelors,Yes,41k-65k,Tech,Python,4,8,3,6,9,7,Difficult,Better Salary,Male,62a34340bc6861bf3176d05b
53,Other,29,Other,Hispanic or Latino,Bachelors,Yes,41k-65k,Finance,Python,10,10,10,8,10,10,Neither easy nor difficult,Better Salary,Male,62ae680024a2626027483ebc
53,Other,29,United States,Black or African American,Masters,Yes,41k-65k,Healthcare,R,9,8,8,5,8,7,Neither easy nor difficult,Better Salary,Female,62a3aaa3cec54911e9cb1724
53,Other,29,United States,White or Caucasian,Bachelors,No,41k-65k,Other,C/C++,7,3,7,3,0,6,Very Difficult,Better Salary,Male,62a341e8f8d5efcc22f7d002
53,Other,31,United Kingdom,White or Caucasian,Bachelors,No,41k-65k,Tech,Other,4,3,5,4,5,5,Easy,Good Culture,Female,62acf0890f8c8599d5bdce87
53,Other,32,Other,Asian or Asian American,Bachelors,No,41k-65k,Tech,JavaScript,5,0,5,7,0,7,Difficult,Good Culture,Male,62aa5761bc6861bf318141fc
53,Other,32,Other,Hispanic or Latino,Bachelors,Yes,41k-65k,Finance,Other,10,5,10,7,4,10,Neither easy nor difficult,Good Work/Life Balance,Female,62aa1734f3072dd8926c4168
53,Other,32,Other,White or Caucasian,"",No,41k-65k,Other,Python,8,7,8,5,8,10,Neither easy nor difficult,Remote Work,Male,62a33f0ef408bae018ed3aeb
53,Other,33,United States,White or Caucasian,Bachelors,No,41k-65k,Other,Python,5,3,1,1,0,5,Easy,Better Salary,Female,62a38c120f8c8599d5afb0e9
53,Other,34,United Kingdom,White or Caucasian,Bachelors,Yes,41k-65k,Other,Python,9,10,9,8,10,8,Very Easy,Better Salary,Male,62a3493fb4da29969c62fe63
53,Other,35,Other,White or Caucasian,Masters,No,41k-65k,Healthcare,Python,8,10,8,6,8,8,Neither easy nor difficult,Good Work/Life Balance,Female,62a39a95bc6861bf3177751d
53,Other,36,United States,Asian or Asian American,Masters,No,41k-65k,Other,Python,6,4,5,2,6,7,Neither easy nor difficult,Better Salary,Male,62a5038acec54911e9cc9526
53,Other,38,Other,White or Caucasian,Masters,Yes,41k-65k,Other,Python,8,7,7,6,9,8,Neither easy nor difficult,Good Work/Life Balance,Male,62a3424eb4da29969c62eedd
53,Other,42,United States,Black or African American,Bachelors,Yes,41k-65k,Education,Other,2,0,0,0,0,0,Very Difficult,Good Work/Life Balance,Female,62a34da0f408bae018ed5abd
53,Other,42,United States,White or Caucasian,Bachelors,No,41k-65k,Education,Other,10,0,5,0,0,1,Difficult,Better Salary,Female,62a3e32bd8c00e9f541ad5f0
53,Other,43,Other,Asian or Asian American,High School,No,41k-65k,Tech,C/C++,7,7,7,7,7,7,Neither easy nor difficult,Better Salary,Female,62a3c7f1bc6861bf3177b06e
53,Other,51,United States,Black or African American,Bachelors,No,41k-65k,Healthcare,JavaScript,6,4,5,2,3,4,Easy,Better Salary,Female,62a347b4f8f7561645853a98
53,Student/Looking/None,25,Other,Asian or Asian American,Masters,Yes,41k-65k,Tech,Python,6,6,6,6,6,6,Easy,Good Culture,Male,62a3489318134ddc75cea659
53,Student/Looking/None,26,Canada,Asian or Asian American,"",No,41k-65k,Tech,R,8,3,6,7,8,8,Very Difficult,Better Salary,Female,62a33dbdd8c00e9f5419cd65
53,Student/Looking/None,31,United States,Black or African American,"",Yes,41k-65k,Finance,Python,10,3,10,10,5,7,Very Difficult,Good Work/Life Balance,Male,62a33e9df8f756164585277b
53,Student/Looking/None,32,Other,White or Caucasian,Masters,No,41k-65k,Construction,Other,10,10,10,10,4,4,Neither easy nor difficult,Remote Work,Male,62a360dbd8c00e9f541a16cf
53,Student/Looking/None,34,Canada,Asian or Asian American,Associates,Yes,41k-65k,Other,Python,6,1,1,2,1,4,Very Difficult,Better Salary,Male,62a35d8f575fa3a5ae88efd6
53,Student/Looking/None,34,United States,White or Caucasian,"",Yes,41k-65k,Construction,Python,2,0,2,2,0,0,Very Difficult,Remote Work,Male,62a33f5a5d257a28a30d7bb5
53,Student/Looking/None,37,United States,White or Caucasian,Bachelors,No,41k-65k,Other,Python,0,2,1,0,4,4,Very Difficult,Good Work/Life Balance,Male,62a410b5cec54911e9cb8262
53,Student/Looking/None,39,United States,Hispanic or Latino,Bachelors,No,41k-65k,Healthcare,Python,10,2,10,0,4,10,Neither easy nor difficult,Remote Work,Female,62a345b2bae91e4b8b82fad6
53,Student/Looking/None,43,Other,White or Caucasian,"",No,41k-65k,Telecommunication,Python,3,3,4,3,0,1,Easy,Good Work/Life Balance,Male,62a33fcf18134ddc75ce91c3
53,Student/Looking/None,47,United States,Black or African American,Bachelors,No,41k-65k,Tech,Other,7,7,7,7,8,8,Neither easy nor difficult,"Other (Please Specify):Mix of better salary, good work/life balance, remote work and good culture",Female,62a3ca44bae91e4b8b83dcd4
75.5,Data Analyst,22,United States,Other (Please Specify):Mixed ( Caucasian / African-American ),Bachelors,Yes,66k-85k,Finance,Other,7,10,7,8,10,8,Very Easy,Good Work/Life Balance,Male,62a352a32e54c9003e534981
75.5,Data Analyst,23,United States,Hispanic or Latino,Bachelors,No,66k-85k,Other,Other,10,10,9,7,7,4,Difficult,Better Salary,Male,62a367ed18134ddc75cee697
75.5,Data Analyst,23,United States,White or Caucasian,"",No,66k-85k,Other,Other,5,2,5,7,5,10,Difficult,Other (Please Specify):Responsibilities,Male,62a33e72bae91e4b8b82ea1a
75.5,Data Analyst,23,United States,White or Caucasian,Associates,No,66k-85k,Tech,Python,7,8,7,8,8,6,Easy,Better Salary,Male,62a3fe0d5d257a28a30ea3c8
75.5,Data Analyst,24,United Kingdom,White or Caucasian,Bachelors,No,66k-85k,Finance,Python,5,10,7,7,9,5,Very Easy,Remote Work,Male,62a361cc575fa3a5ae88f908
75.5,Data Analyst,24,United States,Hispanic or Latino,Bachelors,Yes,66k-85k,Tech,Python,6,6,6,6,5,6,Difficult,Other (Please Specify):Currently very happy with where I am.,Female,62a341b0f8f7561645852d1d
75.5,Data Analyst,24,United States,White or Caucasian,Bachelors,No,66k-85k,Healthcare,Python,9,6,7,7,7,8,Easy,Better Salary,Male,62a448832e54c9003e5491c5
75.5,Data Analyst,24,United States,White or Caucasian,Bachelors,Yes,66k-85k,Healthcare,Other,8,8,6,7,8,3,Easy,Good Work/Life Balance,Male,62a34bd0cf2555431730208b
75.5,Data Analyst,24,United States,White or Caucasian,Masters,No,66k-85k,Telecommunication,Python,4,4,5,4,4,6,Neither easy nor difficult,Better Salary,Male,62a34272f8d5efcc22f7d15f
75.5,Data Analyst,25,Other,Native Hawaiian or other Pacific Islander,Bachelors,No,66k-85k,Other,Python,4,4,3,2,4,4,Neither easy nor difficult,Good Work/Life Balance,Male,62a84764bc6861bf317d7b86
75.5,Data Analyst,25,United States,White or Caucasian,Bachelors,No,66k-85k,Other,Python,9,7,7,7,7,8,Neither easy nor difficult,Better Salary,Male,62a346a95d257a28a30d8cb9
75.5,Data Analyst,25,United States,White or Caucasian,Bachelors,No,66k-85k,Tech,Python,2,4,1,3,0,4,Neither easy nor difficult,Better Salary,Male,62a34726f8d5efcc22f7dec7
75.5,Data Analyst,26,Canada,Asian or Asian American,Bachelors,Yes,66k-85k,Tech,Python,7,9,7,5,8,9,Neither easy nor difficult,Better Salary,Female,62a9f0172e54c9003e5cdc25
75.5,Data Analyst,26,United States,Asian or Asian American,Bachelors,Yes,66k-85k,Finance,R,7,9,3,5,7,7,Difficult,Better Salary,Female,62a3bc00d8c00e9f541aad66
75.5,Data Analyst,26,United States,Asian or Asian American,Masters,Yes,66k-85k,Finance,Python,1,2,1,3,0,2,Very Difficult,Better Salary,Female,62a3b3f6bc6861bf3177973b
75.5,Data Analyst,26,United States,Black or African American,Bachelors,Yes,66k-85k,Other,Python,10,9,10,8,7,10,Neither easy nor difficult,Better Salary,Male,62a65618d8c00e9f541d783a
75.5,Data Analyst,26,United States,Black or African American,Bachelors,Yes,66k-85k,Other,Python,10,10,10,5,5,9,Neither easy nor difficult,Better Salary,Male,62a37bab2e54c9003e53a10a
75.5,Data Analyst,26,United States,White or Caucasian,Bachelors,Yes,66k-85k,Other,Python,9,8,9,9,8,8,Difficult,Good Work/Life Balance,Male,62a34c66b4da29969c6305af
75.5,Data Analyst,26,United States,White or Caucasian,Bachelors,Yes,66k-85k,Other,Python,9,10,6,8,6,5,Neither easy nor difficult,Remote Work,Male,62a3af26cec54911e9cb1f3a
75.5,Data Analyst,26,United States,White or Caucasian,Bachelors,Yes,66k-85k,Other,R,4,4,5,3,4,4,Very Easy,Better Salary,Male,62a53bc0bc6861bf31793947
75.5,Data Analyst,26,United States,White or Caucasian,Masters,No,66k-85k,Construction,Python,3,1,2,3,2,3,Neither easy nor difficult,Good Culture,Male,62a35b13bc6861bf31770188
75.5,Data Analyst,27,Other,Asian or Asian American,Bachelors,Yes,66k-85k,Education,Other,7,9,9,5,8,9,Neither easy nor difficult,Better Salary,Male,62a9612bf8d5efcc22007c09
75.5,Data Analyst,27,United States,Asian or Asian American,Masters,Yes,66k-85k,Other,Other,4,4,5,4,4,5,Difficult,Other (Please Specify):Better work & remote salary,Male,62a5a44b24a26260273af0fc
